lfnr,krnr,agglvl,name,wkr,regbez,n206pop,n206wb,n206as,n206us,n206gs,n206dnvp,n206dvp,n206z,n206ddp,n206spd,n206uspd,n206kpd,n206bvpx,n206bbb,n206dmpx,n206ndvx,n206x,n245pop,n245wb,n245as,n245us,n245gs,n245dnvp,n245dvfp,n245dvp,n245z,n245ddp,n245spd,n245kpd,n245bvpx,n245wpx,n245dsp,n245uspd,n245x,n24dpop,n24dwb,n24das,n24dus,n24dgs,n24ddnvp,n24dnsfb,n24ddvp,n24dz,n24dddp,n24dspd,n24dkpd,n24dbvpx,n24dwpx,n24ddszx,n24duspd,n24dx,n285pop,n285wb,n285as,n285us,n285gs,n285spd,n285dnvp,n285zx,n285dvp,n285kpd,n285ddpx,n285wp,n285nsda,n285dbpx,n285dlvx,n285vrp,n285x,n309pop,n309wb,n309as,n309us,n309gs,n309spd,n309dnvp,n309zx,n309kpd,n309dvp,n309dstp,n309wp,n309nsda,n309dlvx,n309kvp,n309csvd,n309x,n327pop,n327wb,n327as,n327us,n327gs,n327spd,n327nsda,n327kpd,n327zx,n327dnvp,n327dvp,n327dlvx,n327dstp,n327wp,n327csvd,n327x,n32npop,n32nwb,n32nas,n32nus,n32ngs,n32nnsda,n32nspd,n32nkpd,n32nzx,n32ndnvp,n32ndvp,n32ndstp,n32ncsvd,n32nwp,n32nvb,n32nx,n333pop,n333wb,n333as,n333us,n333gs,n333nsda,n333spd,n333kpd,n333zx,n333kf,n333dvp,n333csvd,n333dbpx,n333dhp,n333dstp,n333x,agg2024,agg2424,agg2428,agg2830,agg3033,agg2833,agg3032,agg3232,agg3233
1654,344,8,OBERLIND,12,1,"3,567","2,111","1,475",8,"1,467",113,147,10,311,639,182,65,0,0,0,0,0,"3,589","2,342","1,873",14,"1,859",78,134,114,12,207,655,212,111,270,0,20,46,"3,589","2,396","1,913",13,"1,900",170,54,215,15,171,802,134,100,204,0,0,35,"3,950","2,568","1,681",22,"1,659",785,47,10,130,152,171,149,85,3,69,32,26,"3,950","2,665","2,132",15,"2,117",811,38,11,260,104,30,57,648,56,14,10,78,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,"3,950","2,801","2,620",10,"2,610","1,628",470,270,21,179,26,9,0,1,4,2,"1,654","1,654","1,654","1,654","1,654","1,654",0,0,0
1655,344,8,SCHALKAU,12,1,"2,138","1,412","1,028",8,"1,020",4,437,0,116,329,128,6,0,0,0,0,0,"2,533","1,623","1,140",7,"1,133",8,329,125,2,23,153,130,19,315,0,11,18,"2,533","1,622","1,096",6,"1,090",24,166,136,3,50,218,237,20,226,0,0,10,"2,515","1,610",959,15,944,131,9,0,114,362,45,155,75,1,29,3,20,"2,515","1,654","1,220",9,"1,211",139,9,1,441,103,23,51,400,19,1,0,24,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,"2,486","1,676","1,533",14,"1,519",807,109,482,0,50,64,3,0,1,2,1,"1,659","1,655","1,655","1,655","1,655","1,655",0,0,0
1656,344,8,SONNEBERG,12,1,"15,276","9,972","8,269",45,"8,224",92,"1,559",111,"1,817","2,556","1,673",416,0,0,0,0,0,"17,024","11,906","10,498",119,"10,379",381,839,"1,040",131,"1,642","3,562","1,527",122,885,0,62,188,"17,024","11,991","10,202",129,"10,073",984,262,"1,178",153,"1,272","3,959","1,161",107,816,0,0,181,"19,157","12,833","10,417",246,"10,171","3,514",475,122,"1,077","2,019","1,384",459,570,6,135,236,174,"19,157","13,199","11,447",180,"11,267","3,819",376,129,"2,074",801,371,352,"2,813",86,116,63,267,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,"19,157","13,777","13,042",96,"12,946","6,944","2,639","2,012",170,900,200,35,2,0,38,6,"1,659","1,656","1,656","1,656","1,656","1,656",0,0,0
1657,344,8,STEINACH,12,1,"7,152","4,547","3,113",7,"3,106",29,433,0,285,934,"1,019",406,0,0,0,0,0,"7,276","4,722","3,551",21,"3,530",29,307,434,4,438,"1,937",248,1,36,0,19,77,"7,276","4,711","3,482",26,"3,456",369,102,440,3,238,"1,978",241,2,61,0,0,22,"8,079","5,006","3,328",46,"3,282","1,692",165,4,280,703,148,93,144,0,1,14,38,"8,103","5,419","4,654",61,"4,593","1,639",28,8,"1,007",92,32,30,"1,625",2,16,5,109,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,"8,103","5,469","5,262",26,"5,236","2,716","1,331","1,026",5,130,18,6,0,1,3,0,"1,657","1,657","1,657","1,657","1,657","1,657",0,0,0
1658,344,8,STEINHEID,12,1,"2,248","1,307",885,1,884,2,92,0,43,320,369,58,0,0,0,0,0,"2,260","1,495",896,4,892,59,15,63,2,59,433,203,2,22,0,21,13,"2,260","1,568",860,4,856,71,8,57,4,39,395,270,0,6,0,0,6,"2,506","1,693","1,147",7,"1,140",570,36,0,50,410,36,12,5,1,1,10,9,"2,510","1,767","1,462",24,"1,438",582,19,0,412,16,4,3,349,1,0,37,15,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,"2,510","1,797","1,625",18,"1,607",787,440,315,0,21,14,17,0,2,10,1,"1,658","1,658","1,658","1,658","1,658","1,658",0,0,0
1659,344,9,REST-SONNEBERG,12,1,"32,267","17,954","13,037",39,"12,998","1,861","1,017",18,"1,182","4,284","4,291",345,0,0,0,0,0,"18,838","12,208","8,661",56,"8,605",121,256,393,12,975,"2,924","1,535","1,923",264,0,81,121,"18,838","12,123","8,625",165,"8,460",297,141,372,12,706,"3,701","1,174","1,766",209,0,0,82,"20,396","12,729","8,477",77,"8,400","3,770",95,11,332,"1,715",498,164,153,32,"1,454",39,137,"20,368","13,197","10,181",87,"10,094","3,487",72,16,"2,473",230,110,100,"2,056","1,317",23,30,180,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,"20,397","13,768","12,431",85,"12,346","6,935","2,417","2,060",22,806,54,16,15,1,14,6,"1,659","1,659","1,659","1,659","1,659","1,659",0,0,0
1660,345,5,RODA (-24;STADTRODA),12,1,"61,147","37,569","32,029",77,"31,952","11,006","2,479",21,"2,890","8,134","7,080",342,0,0,0,0,0,"74,087","47,181","40,212",247,"39,965","2,106","1,799","3,044",103,"2,173","9,951","4,794","12,540","2,369",0,239,847,"74,087","47,668","40,969",364,"40,605","2,358",991,"3,526",141,"2,211","11,918","3,834","11,686","3,510",0,0,430,"77,098","50,044","40,281",353,"39,928","13,082","1,515",93,"2,408","3,637","1,567","5,136",544,179,"10,662",568,537,"77,098","51,606","44,611",381,"44,230","14,151","1,102",111,"4,685","1,637","1,376","3,815","5,435","10,156",247,621,894,"77,098","53,928","45,761",729,"45,032","11,444","15,366","6,678",259,"1,953",632,"6,753",790,739,243,175,"77,098","53,119","42,066",466,"41,600","10,811","10,307","7,543",147,"2,569",980,616,262,652,0,"7,713","77,098","53,046","47,380",307,"47,073","19,165","10,388","5,850",163,"9,963",642,215,76,8,580,23,0,0,0,0,0,0,"1,660","1,660","1,660"
1661,345,8,BUERGEL,12,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,"2,049","1,297","1,150",9,"1,141",299,14,1,51,409,50,234,37,0,30,2,14,"2,049","1,334","1,208",6,"1,202",311,13,2,457,33,32,100,212,24,1,0,17,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,"2,049","1,407","1,299",9,"1,290",461,222,526,1,49,14,1,0,1,15,0,0,0,"1,667","1,661","1,661","1,661",0,0,0
1662,345,8,EISENBERG,12,1,"10,030","6,458","5,662",18,"5,644",525,731,9,799,"1,559","1,990",31,0,0,0,0,0,"10,346","7,145","6,248",40,"6,208",627,187,804,28,423,"1,971","1,451",107,354,0,31,225,"10,346","7,255","6,504",66,"6,438",577,112,890,39,431,"2,396","1,234",91,615,0,0,53,"11,317","7,616","6,723",77,"6,646","2,582",363,38,505,"1,196",293,"1,290",57,4,78,142,98,"11,317","7,943","7,241",83,"7,158","2,539",194,25,"1,519",273,200,893,"1,136",69,57,95,158,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,"11,317","8,151","7,532",57,"7,475","2,431","2,146","1,840",41,703,154,34,5,1,118,2,"1,662","1,662","1,662","1,662","1,662","1,662",0,0,0
1663,345,8,HERMSDORF,12,1,"3,140","1,939","1,715",4,"1,711",160,69,0,269,342,871,0,0,0,0,0,0,"3,142","2,150","1,974",10,"1,964",88,37,125,3,154,960,120,168,244,0,12,53,"3,142","2,121","1,926",14,"1,912",69,28,157,10,125,928,72,149,347,0,0,27,"3,412","2,300","2,050",18,"2,032","1,090",41,3,108,57,60,459,15,3,128,40,28,"3,412","2,254","2,250",25,"2,225","1,138",29,1,85,89,41,360,260,123,11,50,38,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,"3,412","2,506","2,331",20,"2,311",903,873,262,6,190,43,11,1,1,21,0,"1,663","1,663","1,663","1,663","1,663","1,663",0,0,0
1664,345,8,KAHLA,12,1,"5,902","3,701","3,160",9,"3,151",281,282,3,493,"1,299",625,168,0,0,0,0,0,"6,606","4,445","3,846",19,"3,827",297,295,167,9,284,"1,523",589,90,480,0,24,69,"6,606","4,476","3,990",30,"3,960",392,89,271,11,203,"1,867",467,77,542,0,0,41,"7,168","4,835","3,999",16,"3,983","1,949",211,1,222,457,218,624,52,7,59,143,40,"7,168","4,932","4,446",28,"4,418","2,127",182,5,598,133,205,438,478,70,18,38,126,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,"7,168","5,144","4,718",28,"4,690","1,348","1,893",818,6,449,40,10,2,0,123,1,"1,681","1,664","1,664","1,664","1,664","1,664",0,0,0
1665,345,8,KLOSTERLAUSNITZ,12,1,"2,231","1,456","1,260",6,"1,254",252,108,0,272,186,435,1,0,0,0,0,0,"2,233","1,476","1,225",9,"1,216",101,113,143,7,215,398,60,60,77,0,20,22,"2,233","1,476","1,208",9,"1,199",96,40,143,3,153,442,36,46,231,0,0,9,"2,272","1,540","1,220",8,"1,212",525,71,3,72,23,53,368,27,5,31,11,23,"2,272","1,634","1,503",10,"1,493",559,41,3,32,56,36,179,381,38,5,117,46,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,"2,272","1,580","1,489",17,"1,472",745,381,68,10,209,30,10,2,0,15,2,"1,665","1,665","1,665","1,665","1,665","1,665",0,0,0
1666,345,8,RODA (-24;STADTRODA),12,1,"3,902","2,420","1,985",2,"1,983",534,447,2,193,631,176,0,0,0,0,0,0,"3,902","2,376","1,942",13,"1,929",173,169,313,7,64,424,125,70,473,0,13,98,"3,902","2,563","2,154",20,"2,134",218,111,326,12,121,616,104,86,494,0,0,46,"4,274","2,709","2,084",16,"2,068",644,144,10,272,94,85,534,131,4,74,45,31,"4,338","2,846","2,471",29,"2,442",642,85,11,132,233,102,474,560,79,25,39,60,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,"4,338","2,932","2,668",21,"2,647","1,274",554,171,18,525,31,55,3,0,13,3,"1,666","1,666","1,666","1,666","1,666","1,666",0,0,0
1667,345,9,REST-RODA (-24;STADTRODA),12,1,"35,942","21,595","18,247",38,"18,209","9,254",842,7,864,"4,117","2,983",142,0,0,0,0,0,"47,858","29,589","24,977",156,"24,821",820,998,"1,492",49,"1,033","4,675","2,449","12,045",741,0,139,380,"47,858","29,777","25,187",225,"24,962","1,006",611,"1,739",66,"1,178","5,669","1,921","11,237","1,281",0,0,254,"46,606","29,747","23,055",209,"22,846","5,993",671,37,"1,178","1,401",808,"1,627",225,156,"10,262",185,303,"46,542","30,663","25,492",200,"25,292","6,835",558,64,"1,862",820,760,"1,371","2,408","9,753",130,282,449,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,"46,542","31,326","27,343",155,"27,188","12,003","4,319","2,165",81,"7,838",330,94,63,5,275,15,"1,681","1,667","1,667","1,667","1,667","1,667",0,0,0
1668,346,5,WALTERSHAUSEN L,12,1,"40,493","25,544","21,137",67,"21,070","7,130","3,554",32,"1,175",636,"8,153",390,0,0,0,0,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0,0,0,0,0,0,0,0,0
1669,346,8,RUHLA,12,1,"3,844","2,265","1,994",6,"1,988",3,368,0,139,85,"1,211",182,0,0,0,0,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,"1,517",0,0,0,0,0,0,0,0
1670,346,8,FRIEDRICHSRODA,12,1,"5,524","4,560","3,565",20,"3,545",654,"1,374",23,260,105,"1,128",1,0,0,0,0,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,"1,544",0,0,0,0,0,0,0,0
1671,346,9,REST-WALTERSHAUSEN L,12,1,"31,125","18,719","15,578",41,"15,537","6,473","1,812",9,776,446,"5,814",207,0,0,0,0,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,"1,553",0,0,0,0,0,0,0,0
1672,347,4,WALTERSHAUSEN  S,12,1,"7,347","4,506","3,961",17,"3,944",184,"1,262",8,220,63,"1,993",214,0,0,0,0,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,"1,549",0,0,0,0,0,0,0,0
1673,348,5,WEIMAR L,12,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,"97,303","61,811","47,672",365,"47,307","3,661","5,072","4,142",113,771,"5,732","5,558","20,407",814,0,281,756,"97,303","62,618","48,341",481,"47,860","3,637","3,836","4,323",188,"1,398","7,759","4,694","19,730","1,737",0,0,558,"102,802","64,036","44,984",427,"44,557","9,268","1,611",113,"2,445","4,183",849,"3,081","2,787",366,"18,371",652,831,"102,802","65,702","52,016",415,"51,601","9,106","1,669",162,"6,393","1,429","1,060","2,100","11,774","15,336",283,212,"2,077","102,802","68,605","53,873",753,"53,120","6,682","28,072","6,217",290,"2,151",540,"8,257",229,341,108,233,"102,802","67,616","47,767",395,"47,372","20,570","5,553","6,987",146,"3,307",778,111,79,140,0,"9,701","102,802","67,631","58,955",254,"58,701","33,916","5,140","5,775",198,"12,871",486,92,88,6,105,24,0,0,0,0,0,0,"1,673","1,673","1,673"
1674,348,8,ALLSTEDT,12,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,"3,188","2,131","1,766",6,"1,760",287,261,249,9,37,585,226,25,48,0,23,10,"3,188","2,199","1,835",20,"1,815",212,267,71,8,49,728,148,24,302,0,0,6,"3,203","2,065","1,810",25,"1,785",643,160,4,116,210,44,214,327,0,38,27,2,"3,203","2,054","1,877",14,"1,863",646,133,2,263,56,58,59,570,24,2,1,49,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,"3,203","2,117","1,950",17,"1,933",961,450,241,8,257,8,1,0,0,7,0,"1,674","1,674","1,674","1,674","1,674","1,674",0,0,0
1675,348,8,BERKA  (BAD),12,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,"2,819","1,775","1,547",21,"1,526",283,106,255,5,52,298,368,118,11,0,13,17,"2,819","1,916","1,629",16,"1,613",256,117,275,9,76,472,262,101,26,0,0,19,"2,753","2,084","1,568",16,"1,552",528,177,6,150,241,73,200,23,1,78,31,44,"2,753","2,165","1,902",7,"1,895",532,209,19,328,124,46,134,343,91,16,11,42,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,"2,753","1,983","1,882",10,"1,872",841,316,368,13,286,27,2,2,0,14,3,"1,675","1,675","1,675","1,675","1,675","1,675",0,0,0
1676,348,8,SULZA  (BAD),12,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,"3,457","2,585","1,689",28,"1,661",513,146,422,18,17,139,238,74,20,0,8,66,"3,457","2,568","1,778",12,"1,766",528,140,494,20,45,274,151,55,52,0,0,7,"4,166","2,750","1,661",14,"1,647",436,184,13,365,159,43,229,80,1,70,16,51,"4,166","2,751","2,018",21,"1,997",438,137,13,279,111,89,293,498,57,14,8,60,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,"4,166","2,519","2,050",15,"2,035","1,018",287,230,2,454,34,3,2,0,5,0,"1,681","1,676","1,676","1,676","1,676","1,676",0,0,0
1677,348,8,BLANKENHAIN,12,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,"2,950","1,873","1,633",18,"1,615",110,68,288,13,77,274,444,68,238,0,17,18,"2,950","1,874","1,619",20,"1,599",91,72,251,19,105,348,399,77,234,0,0,3,"3,409","1,943","1,416",8,"1,408",423,40,13,100,291,92,310,10,2,66,38,23,"3,409","2,029","1,677",11,"1,666",395,46,22,375,109,74,311,228,53,11,12,30,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,"3,409","2,152","1,869",12,"1,857",802,256,426,35,279,35,11,0,0,11,2,"1,677","1,677","1,677","1,677","1,677","1,677",0,0,0
1678,348,8,BUTTSTAEDT,12,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,"2,910","1,948","1,516",8,"1,508",236,335,335,6,30,248,103,118,60,0,7,30,"2,910","1,929","1,680",11,"1,669",218,239,428,9,59,323,106,115,159,0,0,13,"2,938","2,039","1,576",21,"1,555",321,45,6,95,190,16,409,309,8,109,35,12,"2,938","2,104","1,805",9,"1,796",271,50,3,253,40,46,166,833,68,8,3,55,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,"2,938","2,200","1,984",17,"1,967","1,250",152,207,4,306,37,4,1,0,5,1,"1,678","1,678","1,678","1,678","1,678","1,678",0,0,0
1679,348,8,KRANICHFELD,12,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,"2,206","1,361","1,098",19,"1,079",111,82,251,2,19,220,266,82,19,0,5,22,"2,206","1,378","1,105",17,"1,088",108,74,242,1,35,214,284,74,25,0,0,31,"2,310","1,443","1,007",15,992,252,34,1,91,300,17,135,24,4,97,23,14,"2,310","1,526","1,262",17,"1,245",215,24,3,440,80,19,54,281,80,10,8,31,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,"2,310","1,620","1,522",6,"1,516",754,221,361,2,134,33,3,1,0,4,3,"1,679","1,679","1,679","1,679","1,679","1,679",0,0,0
1680,348,8,RASTENBERG,12,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,"2,141","1,332","1,043",14,"1,029",122,166,206,8,8,142,200,152,6,0,6,13,"2,141","1,310","1,090",15,"1,075",103,83,256,13,32,173,218,160,29,0,0,8,"2,057","1,262",871,10,861,173,16,13,60,181,21,194,33,11,91,44,24,"2,057","1,269","1,037",6,"1,031",178,27,8,179,47,22,50,345,81,5,29,60,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,"2,057","1,230","1,085",5,"1,080",557,112,192,11,187,16,1,0,0,3,1,"1,680","1,680","1,680","1,680","1,680","1,680",0,0,0
1681,348,9,REST-WEIMAR L,12,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,"77,632","48,806","37,380",251,"37,129","1,999","3,908","2,136",52,531,"3,826","3,713","19,770",412,0,202,580,"77,632","49,444","37,605",370,"37,235","2,121","2,844","2,306",109,997,"5,227","3,126","19,124",910,0,0,471,"81,966","50,450","35,075",318,"34,757","6,492",955,57,"1,468","2,611",543,"1,390","1,981",339,"17,822",438,661,"81,966","51,804","40,438",330,"40,108","6,431","1,043",92,"4,276",862,706,"1,033","8,676","14,882",217,140,"1,750",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,"81,966","53,810","46,613",172,"46,441","27,733","3,346","3,750",123,"10,968",296,67,82,6,56,14,"1,681","1,681","1,681","1,681","1,681","1,681",0,0,0
1682,349,4,WEIMAR S,12,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,"41,403","31,170","22,985",160,"22,825","4,279","3,247","4,864",452,"1,775","4,252","2,518",176,353,0,119,790,"41,403","32,096","24,457",158,"24,299","4,709","2,542","4,906",460,"2,487","5,855","2,090",194,656,0,0,400,"45,957","32,886","23,746",224,"23,522","6,517","2,195",462,"4,372","2,180","1,881","1,505","2,588",27,225,"1,195",375,"45,957","33,270","28,716",243,"28,473","7,548","1,515",508,"2,536","2,891","1,849","1,391","8,030",289,585,272,"1,059","45,957","32,932","28,620",342,"28,278","6,236","12,642","3,346",850,"2,408","1,540",173,497,299,122,165,"45,957","34,842","28,457",203,"28,254","11,003","5,462","3,914",636,"3,768","2,163",443,111,57,0,697,"45,957","35,550","31,443",140,"31,303","15,539","4,925","3,727",720,"4,363","1,432",177,11,6,399,4,"1,682","1,682","1,682","1,682","1,682","1,682","1,682","1,682","1,682"
1683,350,5,I.VERWALTUNGSBEZIRK,12,1,"115,138","74,365","54,135",174,"53,961","18,082","9,174",502,"5,393","10,039","10,339",432,0,0,0,0,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0,0,0,0,0,0,0,0,0
